Date,Open,High,Low,Close,Adj Close,Volume
2019-03-07,97.709999,98.199997,97.239998,97.449997,95.094803,6126600
2019-03-08,97.550003,98.419998,97.000000,97.589996,95.231415,5659000
2019-03-11,98.040001,98.580002,97.820000,98.480003,96.099915,5345300
2019-03-12,98.529999,98.739998,98.050003,98.370003,95.992561,5070500
2019-03-13,98.699997,99.349998,98.389999,99.029999,96.636612,5482300
2019-03-14,98.410004,98.430000,97.589996,98.220001,96.361908,4925800
2019-03-15,98.279999,98.510002,97.599998,98.419998,96.558128,14600000
2019-03-18,98.300003,99.769997,98.260002,99.660004,97.774673,5770100
2019-03-19,99.989998,100.489998,99.570000,99.849998,97.961075,5414400
2019-03-20,99.199997,99.550003,98.540001,98.639999,96.773964,6323100
2019-03-21,98.250000,99.129997,98.099998,99.059998,97.186005,6551000
2019-03-22,98.580002,99.529999,97.940002,98.279999,96.420769,6708100
2019-03-25,97.800003,98.620003,97.629997,98.169998,96.312851,5407400
2019-03-26,98.360001,98.849998,98.029999,98.320000,96.460014,4945900
2019-03-27,98.139999,98.860001,95.000000,97.209999,95.371010,8471200
2019-03-28,97.589996,97.870003,96.529999,97.129997,95.292526,8054300
2019-03-29,97.589996,97.669998,97.040001,97.529999,95.684959,7439900
2019-04-01,97.970001,98.360001,97.559998,97.820000,95.969467,8505800
2019-04-02,97.760002,98.309998,96.900002,96.940002,95.106125,6274000
2019-04-03,97.120003,97.400002,96.790001,97.190002,95.351402,5687500
2019-04-04,97.250000,98.279999,97.239998,98.110001,96.253990,4026300
2019-04-05,98.250000,99.199997,98.160004,98.830002,96.960373,4656000
2019-04-08,98.449997,99.250000,98.260002,99.230003,97.352806,5422400
2019-04-09,98.800003,99.230003,98.150002,98.690002,96.823021,4367500
2019-04-10,98.510002,99.720001,98.500000,99.599998,97.715805,4091100
2019-04-11,99.699997,100.830002,99.470001,100.800003,98.893112,5606900
2019-04-12,101.000000,102.019997,101.000000,101.559998,99.638718,5162000
2019-04-15,101.300003,102.910004,101.260002,102.430000,100.492271,5111900
2019-04-16,102.889999,103.389999,102.540001,102.930000,100.982811,4828400
2019-04-17,103.000000,103.400002,102.410004,103.160004,101.208458,3729200
2019-04-18,103.110001,103.800003,102.889999,103.180000,101.228073,3727800
2019-04-22,102.779999,103.540001,102.169998,102.370003,100.433403,5079400
2019-04-23,102.529999,103.290001,101.940002,103.070000,101.120155,5050800
2019-04-24,103.139999,103.849998,103.089996,103.529999,101.571457,4697800
2019-04-25,103.239998,104.150002,102.830002,103.519997,101.561638,3961100
2019-04-26,100.449997,102.339996,99.660004,101.529999,99.609291,8107700
2019-04-29,101.879997,102.000000,100.779999,101.559998,99.638718,6379700
2019-04-30,101.769997,102.919998,101.449997,102.839996,100.894508,6133600
2019-05-01,102.769997,102.809998,101.279999,101.360001,99.442505,5337200
2019-05-02,101.430000,102.059998,100.239998,101.150002,99.236473,5007000
2019-05-03,102.320000,102.750000,101.800003,102.080002,100.148895,5316900
2019-05-06,100.750000,102.550003,100.540001,102.459999,100.521690,4613700
2019-05-07,101.800003,102.169998,100.760002,101.300003,99.383652,4575600
2019-05-08,100.250000,101.040001,99.860001,100.300003,98.402557,5882000
2019-05-09,99.269997,99.940002,98.849998,99.540001,98.175713,6240100
2019-05-10,99.760002,102.110001,99.699997,101.910004,100.513229,8742700
2019-05-13,100.449997,101.150002,99.010002,99.889999,98.520905,7361500
2019-05-14,100.139999,100.870003,99.889999,100.290001,98.915436,6353700
2019-05-15,100.199997,100.360001,99.129997,99.879997,98.511047,6740300
2019-05-16,102.830002,103.959999,100.839996,101.309998,99.921448,17122000
2019-05-17,100.239998,101.949997,99.910004,100.860001,99.477623,12371300
2019-05-20,100.389999,101.980003,100.250000,101.519997,100.128563,7194100
2019-05-21,101.510002,101.650002,100.400002,101.120003,99.734055,6889100
2019-05-22,101.599998,102.430000,101.059998,102.230003,100.828842,7340900
2019-05-23,101.820000,101.930000,100.650002,101.860001,100.463913,6454600
2019-05-24,102.180000,102.889999,102.080002,102.669998,101.262802,4483200
2019-05-28,102.559998,103.570000,102.400002,102.419998,101.016235,10271700
2019-05-29,102.110001,102.879997,101.470001,102.120003,100.720352,6520200
2019-05-30,102.489998,103.489998,101.910004,102.190002,100.789391,5019600
2019-05-31,101.349998,102.019997,100.599998,101.440002,100.049667,5927500
2019-06-03,101.629997,102.680000,101.400002,101.959999,100.562546,6614700
2019-06-04,102.610001,102.650002,101.440002,102.559998,101.154320,5964900
2019-06-05,102.750000,104.779999,102.599998,104.419998,102.988815,6902900
2019-06-06,104.489998,105.660004,104.199997,105.110001,103.669365,8063700
2019-06-07,105.230003,106.360001,105.050003,106.059998,104.606346,6809400
2019-06-10,106.480003,107.779999,106.370003,107.519997,106.046341,6325700
2019-06-11,108.000000,108.970001,107.750000,107.940002,106.460587,6747300
2019-06-12,107.919998,108.910004,107.919998,108.820000,107.328522,4634500
2019-06-13,109.000000,109.580002,108.169998,108.650002,107.160851,5485000
2019-06-14,108.779999,109.589996,108.459999,109.070000,107.575096,4525900
2019-06-17,109.120003,109.550003,108.260002,109.160004,107.663864,4147000
2019-06-18,109.800003,109.959999,108.910004,109.650002,108.147141,4911200
2019-06-19,109.800003,109.839996,108.870003,109.620003,108.117554,3924600
2019-06-20,109.820000,110.489998,109.279999,110.320000,108.807961,5001500
2019-06-21,110.339996,112.190002,110.260002,111.129997,109.606857,13178600
2019-06-24,111.489998,112.220001,111.029999,111.239998,109.715347,6032800
2019-06-25,110.879997,111.430000,110.400002,110.720001,109.202477,6105000
2019-06-26,110.849998,111.080002,110.099998,110.160004,108.650162,4161700
2019-06-27,110.059998,110.510002,108.860001,110.099998,108.590973,5481300
2019-06-28,110.550003,111.510002,110.239998,110.489998,108.975624,6506700
2019-07-01,111.300003,111.970001,110.019997,110.620003,109.103851,5514700
2019-07-02,110.830002,111.610001,110.339996,111.599998,110.070412,4062900
2019-07-03,111.180000,112.400002,111.000000,112.320000,110.780540,3207300
2019-07-05,112.000000,112.239998,111.209999,111.980003,110.445213,3579400
2019-07-08,111.919998,112.930000,111.699997,112.720001,111.175064,4715700
2019-07-09,112.889999,113.379997,112.599998,112.879997,111.332870,5423400
2019-07-10,113.120003,113.610001,112.389999,112.980003,111.431503,4579000
2019-07-11,113.339996,113.940002,113.019997,113.919998,112.358620,3896600
2019-07-12,114.089996,114.769997,113.620003,114.599998,113.029297,3743300
2019-07-15,114.669998,115.080002,114.449997,114.980003,113.404091,3346000
2019-07-16,115.330002,115.489998,114.040001,114.760002,113.187111,3488200
2019-07-17,114.809998,115.169998,114.199997,114.599998,113.029297,2688500
2019-07-18,114.349998,114.779999,113.739998,114.720001,113.147659,3224800
2019-07-19,115.000000,115.309998,113.860001,113.900002,112.338898,3796300
2019-07-22,114.099998,114.339996,112.320000,112.820000,111.273697,4516900
2019-07-23,113.120003,113.199997,111.570000,112.089996,110.553703,5754200
2019-07-24,112.029999,112.790001,111.570000,112.000000,110.464935,4177300
2019-07-25,112.180000,112.389999,111.660004,112.220001,110.681923,3851500
2019-07-26,112.120003,113.339996,111.820000,113.019997,111.470955,4729000
2019-07-29,112.839996,112.980003,111.760002,112.269997,110.731232,3746600
2019-07-30,112.059998,112.400002,111.669998,112.059998,110.524117,3035200
2019-07-31,111.910004,112.339996,109.629997,110.379997,108.867134,6211300
2019-08-01,110.320000,112.169998,109.320000,109.379997,107.880836,7455000
2019-08-02,109.739998,110.139999,108.150002,109.400002,107.900566,5656700
2019-08-05,108.000000,108.000000,105.589996,105.820000,104.369644,7570000
2019-08-06,106.190002,107.839996,105.589996,107.269997,105.799759,7016400
2019-08-07,107.019997,108.639999,105.919998,108.199997,106.717018,7278500
2019-08-08,108.010002,108.839996,107.769997,108.519997,107.559486,4374400
2019-08-09,108.059998,108.459999,106.709999,107.279999,106.330460,4193500
2019-08-12,106.720001,106.839996,104.839996,105.220001,104.288704,5305000
2019-08-13,105.250000,108.110001,104.849998,107.410004,106.459320,6675300
2019-08-14,105.480003,108.059998,105.139999,106.199997,105.260017,9312800
2019-08-15,112.529999,113.639999,110.160004,112.690002,111.692589,19812900
2019-08-16,114.080002,114.930000,112.059998,112.989998,111.989922,10965200
2019-08-19,114.349998,114.779999,113.599998,113.809998,112.802666,7178100
2019-08-20,113.860001,114.040001,112.010002,112.050003,111.058250,6112300
2019-08-21,113.980003,114.070000,111.879997,112.019997,111.028511,8156400
2019-08-22,112.199997,112.790001,111.349998,111.910004,110.919487,5995400
2019-08-23,111.620003,111.910004,110.129997,110.830002,109.849045,6236700
2019-08-26,111.559998,112.269997,111.220001,111.989998,110.998772,5935700
2019-08-27,112.419998,112.809998,111.510002,112.419998,111.424973,5733700
2019-08-28,112.279999,113.080002,111.680000,112.720001,111.722313,5371000
2019-08-29,114.199997,114.589996,113.309998,114.080002,113.070282,5270500
2019-08-30,115.000000,115.379997,113.900002,114.260002,113.248688,5705300
2019-09-03,113.680000,115.309998,113.489998,114.639999,113.625320,5942700
2019-09-04,115.690002,115.959999,114.820000,115.910004,114.884087,5782900
2019-09-05,117.669998,117.959999,115.269997,115.440002,114.418243,5826400
2019-09-06,115.440002,115.750000,114.620003,114.730003,113.714531,4346400
2019-09-09,114.500000,116.610001,114.400002,116.330002,115.300362,5973700
2019-09-10,115.989998,116.959999,115.480003,116.050003,115.022842,4857400
2019-09-11,116.000000,116.699997,115.220001,116.019997,114.993103,5284100
2019-09-12,116.650002,117.070000,115.900002,116.919998,115.885139,4474300
2019-09-13,117.160004,118.190002,116.949997,117.430000,116.390633,5638600
2019-09-16,116.540001,117.169998,115.379997,115.570000,114.547089,6090300
2019-09-17,115.320000,116.690002,115.250000,116.510002,115.478775,4604500
2019-09-18,116.910004,117.230003,116.180000,117.160004,116.123024,3956000
2019-09-19,117.400002,117.809998,116.769997,117.110001,116.073463,3380600
2019-09-20,117.349998,117.639999,116.800003,116.980003,115.944618,11332400
2019-09-23,116.610001,118.410004,116.559998,117.620003,116.578949,5162500
2019-09-24,118.250000,119.860001,118.010002,118.400002,117.352043,7273100
2019-09-25,118.470001,118.720001,117.809998,118.470001,117.421425,4613600
2019-09-26,118.800003,119.550003,118.190002,118.300003,117.252930,3986900
2019-09-27,119.209999,119.230003,117.750000,118.449997,117.401604,3434700
2019-09-30,118.669998,119.440002,118.559998,118.680000,117.629562,3401400
2019-10-01,118.849998,119.110001,117.720001,117.849998,116.806915,3729300
2019-10-02,117.400002,117.550003,115.610001,116.120003,115.092224,5944500
2019-10-03,115.879997,116.800003,114.580002,116.309998,115.280540,5206500
2019-10-04,116.400002,118.300003,116.190002,118.160004,117.114166,4627000
2019-10-07,118.099998,118.300003,116.879997,117.230003,116.192406,4695000
2019-10-08,116.809998,118.669998,116.660004,117.580002,116.539307,5125100
2019-10-09,118.180000,119.300003,118.019997,118.930000,117.877357,3903400
2019-10-10,118.900002,119.879997,118.599998,119.610001,118.551338,4341500
2019-10-11,119.919998,120.709999,118.720001,120.239998,119.175758,6127900
2019-10-14,119.849998,120.459999,119.099998,119.169998,118.115227,4573300
2019-10-15,119.330002,119.989998,118.870003,119.529999,118.472038,4516700
2019-10-16,119.309998,120.110001,119.099998,119.419998,118.363014,3781600
2019-10-17,119.669998,120.250000,119.360001,119.839996,118.779297,3910900
2019-10-18,120.449997,120.599998,119.129997,119.139999,118.085495,5592300
2019-10-21,119.300003,119.830002,118.820000,119.739998,118.680176,3410100
2019-10-22,119.750000,120.169998,119.389999,119.580002,118.521599,2544700
2019-10-23,119.169998,119.849998,118.690002,119.349998,118.293633,2840000
2019-10-24,119.150002,119.570000,118.510002,119.099998,118.045845,2900300
2019-10-25,119.000000,119.330002,118.199997,119.040001,117.986374,2564100
2019-10-28,119.250000,119.699997,118.529999,119.220001,118.164787,3404300
2019-10-29,118.500000,118.730003,117.080002,117.150002,116.113106,4791100
2019-10-30,117.180000,118.370003,117.050003,118.099998,117.054695,2996000
2019-10-31,117.930000,118.279999,116.830002,117.260002,116.222137,4881300
2019-11-01,117.919998,117.970001,117.230003,117.620003,116.578949,3762600
2019-11-04,118.400002,119.110001,117.169998,117.570000,116.529388,4646000
2019-11-05,117.680000,119.139999,117.080002,118.860001,117.807976,4217100
2019-11-06,118.830002,119.620003,118.709999,119.500000,118.442307,3614400
2019-11-07,120.000000,120.919998,119.540001,120.230003,119.165848,4441400
2019-11-08,120.309998,120.879997,118.940002,119.440002,118.382843,3832700
2019-11-11,118.699997,119.629997,118.279999,119.040001,117.986374,4439000
2019-11-12,119.599998,120.000000,118.809998,119.120003,118.065674,5063100
2019-11-13,119.160004,121.360001,118.660004,120.980003,119.909210,7711800
2019-11-14,124.599998,125.379997,119.510002,120.650002,119.582130,22504200
2019-11-15,120.680000,121.000000,118.379997,118.870003,117.817886,10137700
2019-11-18,118.449997,120.870003,118.239998,120.250000,119.185669,6548000
2019-11-19,120.110001,120.360001,119.709999,119.889999,118.828857,3715400
2019-11-20,120.209999,120.480003,118.400002,119.129997,118.075584,5075900
2019-11-21,118.830002,120.000000,118.669998,119.860001,118.799118,4302400
2019-11-22,120.150002,120.300003,119.269997,119.360001,118.303551,3843100
2019-11-25,120.000000,120.019997,117.900002,118.919998,117.867432,5881500
2019-11-26,118.959999,119.300003,118.449997,119.190002,118.135048,6292500
2019-11-27,119.389999,119.800003,118.730003,118.760002,117.708855,3434100
2019-11-29,119.139999,119.970001,119.000000,119.089996,118.035934,3157300
2019-12-02,119.150002,119.379997,117.839996,119.279999,118.224258,5670900
2019-12-03,118.400002,118.959999,117.769997,118.669998,117.619652,6594800
2019-12-04,119.120003,119.199997,118.300003,118.690002,117.639481,5556600
2019-12-05,118.360001,118.779999,117.419998,118.660004,118.137276,4352800
2019-12-06,119.080002,119.800003,118.919998,119.779999,119.252335,4340800
2019-12-09,119.570000,119.860001,119.180000,119.360001,118.834190,4816000
2019-12-10,119.349998,119.559998,119.019997,119.139999,118.615158,4282300
2019-12-11,119.400002,119.650002,118.529999,119.000000,118.475777,3506400
2019-12-12,119.000000,120.110001,118.680000,119.760002,119.232430,4149000
2019-12-13,119.160004,120.650002,119.019997,120.290001,119.760094,5366300
2019-12-16,120.419998,121.349998,120.419998,120.540001,120.008987,5350700
2019-12-17,120.949997,121.699997,120.699997,121.279999,120.745728,4575800
2019-12-18,121.510002,121.680000,119.839996,119.860001,119.331985,5103000
2019-12-19,119.940002,120.510002,119.779999,120.080002,119.551018,4464100
2019-12-20,121.480003,122.120003,120.019997,120.290001,119.760094,7954400
2019-12-23,120.199997,120.690002,119.010002,119.029999,118.505638,4485800
2019-12-24,119.129997,119.599998,119.010002,119.510002,118.983528,2227400
2019-12-26,119.610001,119.849998,118.949997,119.519997,118.993477,4223800
2019-12-27,119.940002,119.940002,119.250000,119.589996,119.063171,3544000
2019-12-30,119.800003,119.809998,119.129997,119.400002,118.874016,2945800
2019-12-31,119.500000,119.800003,118.190002,118.839996,118.316475,4912000
2020-01-02,118.860001,119.889999,118.699997,118.940002,118.416039,6764900
2020-01-03,118.269997,118.790001,117.589996,117.889999,117.370667,5399200
2020-01-06,117.400002,118.089996,116.769997,117.650002,117.131721,6445500
2020-01-07,117.260002,117.519997,116.199997,116.559998,116.046524,6846900
2020-01-08,116.300003,116.730003,115.680000,116.160004,115.648285,5875800
2020-01-09,116.150002,117.370003,116.080002,117.360001,116.843002,5563700
2020-01-10,117.239998,117.339996,115.980003,116.379997,115.867310,6054800
2020-01-13,116.379997,116.550003,115.370003,115.879997,115.369514,6112600
2020-01-14,115.470001,116.209999,115.129997,116.180000,115.668198,6585800
2020-01-15,114.629997,115.870003,114.519997,115.279999,114.772163,7454200
2020-01-16,115.500000,115.930000,115.279999,115.900002,115.389435,5369400
2020-01-17,116.050003,116.300003,114.639999,114.959999,114.453568,10045000
2020-01-21,114.589996,115.690002,114.519997,115.589996,115.080795,7353700
2020-01-22,115.220001,116.529999,115.180000,116.099998,115.588547,4926100
2020-01-23,116.209999,116.309998,115.040001,115.809998,115.299828,4305100
2020-01-24,116.000000,116.029999,114.150002,114.370003,113.866173,4383400
2020-01-27,113.190002,116.230003,112.680000,115.860001,115.349609,7018400
2020-01-28,115.980003,116.900002,115.949997,116.599998,116.086342,5270200
2020-01-29,116.559998,117.120003,115.889999,115.889999,115.379471,3775500
2020-01-30,115.610001,116.720001,115.330002,116.580002,116.066437,4581500
2020-01-31,115.800003,116.260002,113.900002,114.489998,113.985641,7775800
2020-02-03,114.900002,115.389999,114.099998,114.269997,113.766609,4351900
2020-02-04,115.239998,116.239998,114.889999,115.269997,114.762199,5232200
2020-02-05,115.599998,116.949997,114.849998,116.809998,116.295418,5682900
2020-02-06,116.830002,117.230003,116.059998,116.309998,115.797623,5352900
2020-02-07,116.110001,116.760002,115.760002,116.449997,115.937004,3689600
2020-02-10,115.750000,116.980003,115.050003,115.250000,114.742294,6144900
2020-02-11,115.430000,115.500000,114.440002,115.400002,114.891632,5796800
2020-02-12,115.500000,116.419998,115.410004,115.849998,115.339645,4735600
2020-02-13,115.849998,117.540001,115.580002,117.440002,116.922646,5333200
2020-02-14,117.669998,118.570000,117.160004,117.889999,117.370667,8130600
2020-02-18,118.470001,119.949997,117.360001,119.629997,119.102997,11513200
2020-02-19,119.500000,119.940002,117.680000,117.680000,117.161591,7187800
2020-02-20,117.209999,118.110001,116.860001,117.690002,117.171547,5022900
2020-02-21,117.440002,118.750000,117.309998,118.580002,118.057625,6242100
2020-02-24,117.459999,118.459999,115.949997,116.320000,115.807579,6616000
2020-02-25,116.349998,117.070000,114.050003,114.389999,113.886078,7764300
2020-02-26,114.699997,115.169998,113.650002,113.779999,113.278770,6673300
2020-02-27,112.559998,114.070000,110.349998,110.400002,109.913658,9492300
2020-02-28,107.690002,108.519997,104.370003,107.680000,107.205643,17504100
2020-03-02,107.599998,116.400002,107.290001,115.879997,115.369514,17074200
2020-03-03,116.080002,117.529999,112.339996,112.910004,112.412605,11113600
2020-03-04,114.239998,116.839996,113.470001,116.769997,116.255592,8208400
2020-03-05,114.400002,117.250000,113.910004,115.919998,115.409340,8546100
2020-03-06,113.870003,117.910004,113.010002,117.230003,116.713577,9803700
2020-03-09,113.820000,120.629997,112.730003,117.160004,116.643883,19747800
2020-03-10,118.099998,120.680000,114.919998,119.790001,119.262299,12599100
2020-03-11,117.510002,119.029999,112.800003,114.430000,113.925903,10540000
2020-03-12,106.019997,111.489998,102.980003,104.050003,103.591637,18774400
2020-03-13,108.239998,114.589996,103.879997,114.099998,113.597359,14320700
2020-03-16,105.199997,111.330002,102.000000,106.760002,106.289696,12251300
2020-03-17,112.769997,119.269997,110.459999,119.260002,118.734634,17602000
2020-03-18,115.000000,128.080002,114.500000,122.580002,122.040009,25785300
2020-03-19,124.459999,127.000000,117.629997,119.449997,119.449997,19033500
2020-03-20,119.500000,122.790001,111.889999,113.970001,113.970001,18474500
2020-03-23,114.169998,117.540001,112.209999,114.279999,114.279999,13122000
2020-03-24,115.870003,117.370003,111.309998,115.029999,115.029999,14235000
2020-03-25,112.970001,114.000000,108.050003,109.400002,109.400002,17762500
2020-03-26,109.400002,110.870003,106.849998,109.820000,109.820000,19416900
2020-03-27,110.110001,112.279999,108.600700,109.320000,109.320000,6333233
